,inputs,policies,policies_sent,labels
1603,A patient's DLHCP deletes a patient's personal representative by typing that person's MID.,"[{'decision': 'allow', 'subject': 'patients dlhcp', 'action': 'type', 'resource': 'persons mid', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'delete', 'resource': 'patients personal representative', 'condition': 'none', 'purpose': 'none'}]",patients dlhcp is authorized to type persons mid and patients personal representative is authorized to be delete,6
1604,"Bank tellers can access, edit and update customer's accounts during business hours for transaction processing purposes, provided they have received explicit consent from the respective customer.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer account', 'purpose': 'transaction processing', 'condition': 'received explicit consent from the customer and during business hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'edit', 'resource': 'customer account', 'purpose': 'transaction processing', 'condition': 'none'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'update', 'resource': 'customer account', 'purpose': 'transaction processing', 'condition': 'received explicit consent from the customer and during business hours'}]","bank teller is shall to access customer account for the purpose of transaction processing, if received explicit consent from the customer and during business hours and bank teller is authorized to edit customer account for the purpose of transaction processing and bank teller is able to update customer account for the purpose of transaction processing, if received explicit consent from the customer and during business hours",8
1605,"The health care personnel may enter or edit personal health information including editing historical values from Data Format 6.4.1, 6.4.2, 6.4.3, and 6.4.4, immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures), family history (the MIDs of the patient's mother and father), Body Mass Index (BMI) , and drug allergies .","[{'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'drug allergie', 'condition': 'data protection regulations and protocols are strictly adhered to', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'family history', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'historical value', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'immunization', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'body mass index (bmi)', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'office visit information', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'health care personnel', 'action': 'enter', 'resource': 'health information', 'condition': 'none', 'purpose': 'none'}]",health care personnel is shall to enter drug allergie if data protection regulations and protocols are strictly adhered to and health care personnel is able to enter family history and health care personnel is allowed to enter historical value and health care personnel is authorized to enter immunization and health care personnel is shall to enter body mass index (bmi) and health care personnel is able to enter office visit information and health care personnel is able to enter health information,4
1606,"Teachers are allowed to view and update their assigned students' academic progress records during school hours for the purpose of grading and feedback, provided that the student has given consent.","[{'decision': 'allow', 'subject': 'teacher', 'action': 'view', 'resource': 'assigned students academic progress record', 'purpose': 'grading and feedback', 'condition': 'no personal identifiers are revealed'}, {'decision': 'allow', 'subject': 'teacher', 'action': 'update', 'resource': 'assigned students academic progress record', 'purpose': 'grading and feedback', 'condition': 'student has given consent'}]","teacher is shall to view assigned students academic progress record for the purpose of grading and feedback, if no personal identifiers are revealed and teacher is allowed to update assigned students academic progress record for the purpose of grading and feedback, if student has given consent",4
1607,"The reports are viewed under the ""View My Records"" tab.","[{'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'report', 'condition': 'none', 'purpose': 'validate and finalize the claim'}]",report is shall to be view for the purpose of validate and finalize the claim,5
1608,This crucial task must not be undertaken by this third user for his safety.,"[{'decision': 'allow', 'subject': 'third user', 'action': 'undertake', 'resource': 'critical task', 'condition': 'none', 'purpose': 'his safety'}]",third user is shall to undertake critical task for the purpose of his safety,0
1609,The HCP notes about an office visit.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'register', 'resource': 'office visit', 'condition': 'none', 'purpose': 'none'}]",hcp is shall to register office visit,2
1610,The table of contents and author index of the proceedings are generated by CyberChair and the camera-ready papers are prepared for electronic delivery to the publisher.,"[{'decision': 'allow', 'subject': 'cyberchair', 'action': 'generate', 'resource': 'table of content', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'cyberchair', 'action': 'generate', 'resource': 'author index', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'cyberchair', 'action': 'submit', 'resource': 'cameraready paper', 'condition': 'none', 'purpose': 'electronic delivery to the publisher'}]",cyberchair is able to generate table of content and cyberchair is authorized to generate author index and cyberchair is authorized to submit cameraready paper for the purpose of electronic delivery to the publisher,2
1611,A patient inputs his blood pressure or glucose levels.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'input', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to input glucose level,10
1612,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.","[{'decision': 'allow', 'subject': 'none', 'action': 'match', 'resource': 'paper', 'condition': 'account holder gives explicit permission via signed documents', 'purpose': 'none'}]",paper is authorized to be match if account holder gives explicit permission via signed documents,4
1613,"If the person is a student, then the person\'s receiving grades will not be admitted.","[{'decision': 'deny', 'subject': 'none', 'action': 'admit', 'resource': 'persons receiving grade', 'condition': 'person is a student', 'purpose': 'drug dispensing related activities'}]","persons receiving grade is prohibited to be admit for the purpose of drug dispensing related activities, if person is a student",5
1614,A patient's DLHCP deletes a patient's personal representative by typing that person's MID.,"[{'decision': 'allow', 'subject': 'patients dlhcp', 'action': 'delete', 'resource': 'patients personal representative', 'condition': 'none', 'purpose': 'none'}]",patients dlhcp is authorized to delete patients personal representative,10
1615,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.","[{'decision': 'allow', 'subject': 'none', 'action': 'hook into', 'resource': 'paper', 'condition': 'none', 'purpose': 'none'}]",paper is shall to be hook into,2
1616,These overviews can be printed in case reviewers want to read the abstracts offline.,"[{'decision': 'allow', 'subject': 'none', 'action': 'read out', 'resource': 'overview', 'condition': 'reviewers want to read the abstracts offline', 'purpose': 'none'}]",overview is allowed to be read out if reviewers want to read the abstracts offline,2
1617,"You may also want to take a look at 2 posters: an overview (, 140 Kb) and a picture containing screenshots (, 1.71 Mb).","[{'decision': 'allow', 'subject': 'business office manager', 'action': 'look', 'resource': 'poster', 'condition': 'none', 'purpose': 'none'}]",business office manager is authorized to look poster,1
1618,"Agricultural scientists can access, modify, and export crop yield data for the purpose of research and development only during weekdays between 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'access', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'modify', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'export', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'none'}]","agricultural scientist is shall to access crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is authorized to modify crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is able to export crop yield data for the purpose of research and development",8
1619,"Pharmacists are allowed to update drug inventory information in the system for inventory management purposes, only during pharmacy operating hours.","[{'decision': 'allow', 'subject': 'pharmacist', 'action': 'update', 'resource': 'drug inventory information', 'purpose': 'inventory management', 'condition': 'during pharmacy operating hours'}]","pharmacist is shall to update drug inventory information for the purpose of inventory management, if during pharmacy operating hours",11
1620,The patient chooses prescription report.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'choose', 'resource': 'prescription report', 'condition': 'none', 'purpose': 'none'}]",patient is shall to choose prescription report,11
1621,Pharmacy technicians are allowed to access patient medication records for the purpose of drug dispensing under the condition that the pharmacist has validated the prescription.,"[{'decision': 'allow', 'subject': 'pharmacy technician', 'action': 'access', 'resource': 'patient medication record', 'purpose': 'drug dispensing', 'condition': 'none'}]",pharmacy technician is allowed to access patient medication record for the purpose of drug dispensing,8
1622,The HCP selects a different procedure code.,"[{'decision': 'allow', 'subject': 'none', 'action': 'select', 'resource': 'different procedure code', 'condition': 'none', 'purpose': 'none'}]",different procedure code is allowed to be select,6
1623,The HCP can allow viewing access to the laboratory results.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'allow', 'resource': 'viewing access to the laboratory result', 'condition': 'none', 'purpose': 'accurate inventory maintenance'}]",hcp is authorized to allow viewing access to the laboratory result for the purpose of accurate inventory maintenance,5
1624,An HCP can remove a previously created lab procedure .,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'verify', 'resource': 'previously created lab procedure', 'condition': 'none', 'purpose': 'none'}]",hcp is authorized to verify previously created lab procedure,2
1625,"Bank tellers are permitted to access, view, and modify customer's basic account details for service purposes during their official working hours, but they are not permitted to review or make changes to investment or loan details.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'view', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'modify', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}]","bank teller is shall to view customer basic account detail for the purpose of service, if during official working hours and bank teller is shall to modify customer basic account detail for the purpose of service, if during official working hours and bank teller is shall not to review investment detail and bank teller is not able to modify investment detail and bank teller is not able to review loan detail and bank teller is shall not to modify loan detail",10
1626,To ensure privacy only the account owner should have access to their personal information.,"[{'decision': 'allow', 'subject': 'none', 'action': 'access', 'resource': 'personal information', 'condition': 'none', 'purpose': 'ensure privacy'}]",personal information is authorized to be access for the purpose of ensure privacy,6
1627,"Bank tellers are permitted to access and update client’s basic account information for transaction purposes, provided there are no identified risks for fraudulent activities.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'profile', 'purpose': 'transaction purposes', 'condition': 'no identified risks for fraudulent activities'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'update', 'resource': 'client’s basic account information', 'purpose': 'transaction purposes', 'condition': 'no identified risks for fraudulent activities'}]","bank teller is authorized to access profile for the purpose of transaction purposes, if no identified risks for fraudulent activities and bank teller is able to update client’s basic account information for the purpose of transaction purposes, if no identified risks for fraudulent activities",3
1628,"Finance department employees may access company financial reports for auditing purposes, only during office hours from 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'finance department employee', 'action': 'log', 'resource': 'company financial report', 'purpose': 'auditing', 'condition': 'during office hours from 9 AM to 5 PM'}]","finance department employee is authorized to log company financial report for the purpose of auditing, if during office hours from 9 AM to 5 PM",2
1629,Only the manager is allowed to delete the information about a resident but here also that right is restricted.,"[{'decision': 'deny', 'subject': 'manager', 'action': 'delete', 'resource': 'information about a resident', 'condition': 'none', 'purpose': 'none'}]",manager is unauthorized to delete information about a resident,0
1630,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.","[{'decision': 'allow', 'subject': 'none', 'action': 'match', 'resource': 'paper', 'condition': 'performed during business hours from Monday to Friday', 'purpose': 'none'}]",paper is shall to be match if performed during business hours from Monday to Friday,4
1631,"Bank tellers are permitted to access, view, and modify customer's basic account details for service purposes during their official working hours, but they are not permitted to review or make changes to investment or loan details.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'view', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'modify', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}]","bank teller is able to access customer basic account detail for the purpose of service, if during official working hours and bank teller is able to view customer basic account detail for the purpose of service, if during official working hours and bank teller is shall to modify customer basic account detail for the purpose of service, if during official working hours and bank teller is not able to review investment detail and bank teller is not able to modify investment detail and bank teller is not able to review loan detail and bank teller is not able to modify loan detail",11
1632,IT personnel can access confidential system files for maintenance purposes only when a system malfunction has been confirmed by the system administrator.,"[{'decision': 'allow', 'subject': 'IT personnel', 'action': 'access', 'resource': 'confidential system file', 'purpose': 'none', 'condition': 'a system malfunction has been confirmed by the system administrator'}]",IT personnel is shall to access confidential system file if a system malfunction has been confirmed by the system administrator,9
1633,A patient may view his or her own lab procedure results .,"[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'own lab procedure result', 'condition': 'none', 'purpose': 'none'}]",patient is able to view own lab procedure result,11
1634,Pharmacy administrators are not allowed to read patient records unless the system can read patient safety instructions.,"[{'decision': 'deny', 'subject': 'pharmacy administrator', 'action': 'read', 'resource': 'patient safety instruction', 'condition': 'he is part of the participant', 'purpose': 'none'}]",pharmacy administrator is unauthorized to read patient safety instruction if he is part of the participant,4
1635,He can select a patient and then enter data.,"[{'decision': 'allow', 'subject': 'he', 'action': 'enter', 'resource': 'data', 'condition': 'within working hours from 9:00am to 5:00pm on weekdays', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'he', 'action': 'select', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}]",he is shall to enter data if within working hours from 9:00am to 5:00pm on weekdays and he is allowed to select patient,4
1636,"The colored boxes indicate the state of the reviews, which is determined each time a review is submitted by any of the reviewers.","[{'decision': 'allow', 'subject': 'registered nurse', 'action': 'submit', 'resource': 'review', 'condition': 'none', 'purpose': 'none'}]",registered nurse is able to submit review,1
1637,"Access to the company's financial data is strictly limited to the CFO and authorized accountants, to compile fiscal reports, but only during standard working hours.","[{'decision': 'allow', 'subject': 'CFO', 'action': 'access', 'resource': 'company financial data', 'purpose': 'compile fiscal reports', 'condition': 'during standard working hours'}, {'decision': 'allow', 'subject': 'authorized accountant', 'action': 'access', 'resource': 'company financial data', 'purpose': 'compile fiscal reports', 'condition': 'none'}]","CFO is authorized to access company financial data for the purpose of compile fiscal reports, if during standard working hours and authorized accountant is allowed to access company financial data for the purpose of compile fiscal reports",8
1638,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,"[{'decision': 'allow', 'subject': 'compliance officer', 'action': 'select', 'resource': 'course offering', 'condition': 'none', 'purpose': 'none'}]",compliance officer is shall to select course offering,1
1639,The LHCP is presented with a screen upon which he or she can choose a date range.,"[{'decision': 'allow', 'subject': 'medical records team', 'action': 'present', 'resource': 'lhcp', 'condition': 'none', 'purpose': 'none'}]",medical records team is shall to present lhcp,1
1640,The HCP selects a different procedure code.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'do', 'resource': 'different procedure code', 'condition': 'none', 'purpose': 'none'}]",hcp is authorized to do different procedure code,2
1641,"An email alert is sent out to the iTrust user in the event of a changed password , status change in laboratory procedure , comprehensive report requested and generated.","[{'decision': 'allow', 'subject': 'none', 'action': 'send out', 'resource': 'email alert', 'condition': 'none', 'purpose': 'none'}]",email alert is able to be send out,11
1642,HR Managers are permitted access to handle employee data files for administrative tasks during work hours.,"[{'decision': 'deny', 'subject': 'HR Manager', 'action': 'access', 'resource': 'employee data files', 'purpose': 'administrative tasks', 'condition': 'during work hours'}]","HR Manager is not able to access employee data files for the purpose of administrative tasks, if during work hours",0
1643,The doctor is granted access to the house's medical office (though not to private notes).,"[{'decision': 'allow', 'subject': 'doctor', 'action': 'access', 'resource': 'houses medical office', 'condition': 'employee completed data privacy training and time is between 8 AM to 5 PM on weekdays', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'doctor', 'action': 'access', 'resource': 'private note', 'condition': 'none', 'purpose': 'none'}]",doctor is shall to access houses medical office if employee completed data privacy training and time is between 8 AM to 5 PM on weekdays and doctor is shall not to access private note,4
1644,"Medical billing specialists, with the purpose of verifying insurance coverage and updating patient billing records, are allowed to access and modify patients' financial data provided that two-factor authentication has been successfully passed.","[{'decision': 'allow', 'subject': 'medical billing specialist', 'action': 'access', 'resource': '‘my diagnose', 'purpose': 'verifying insurance coverage and updating patient billing records', 'condition': 'two-factor authentication has been successfully passed'}, {'decision': 'allow', 'subject': 'medical billing specialist', 'action': 'modify', 'resource': 'patient financial data', 'purpose': 'verifying insurance coverage and updating patient billing records', 'condition': 'two-factor authentication has been successfully passed'}]","medical billing specialist is able to access ‘my diagnose for the purpose of verifying insurance coverage and updating patient billing records, if two-factor authentication has been successfully passed and medical billing specialist is authorized to modify patient financial data for the purpose of verifying insurance coverage and updating patient billing records, if two-factor authentication has been successfully passed",3
1645,"The accountant can view, edit, and delete financial records during business hours for the purpose of auditing, provided there are no pending legal inquiries related to the records.","[{'decision': 'allow', 'subject': 'accountant', 'action': 'view', 'resource': 'financial record', 'purpose': 'none', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'edit', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'delete', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}]","accountant is shall to view financial record if during business hours and no pending legal inquiries related to the records and accountant is authorized to edit financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records and accountant is allowed to delete financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records",9
1646,"She can check the private medical records of doctors, as she clearly cannot take over the private records on behalf of another resident.","[{'decision': 'deny', 'subject': 'she', 'action': 'take over', 'resource': 'private record', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'check', 'resource': 'private medical records of doctor', 'condition': 'none', 'purpose': 'none'}]",she is shall not to take over private record and private medical records of doctor is able to be check,6
1647,"The LHCP, the patient or the representative clicks the ""Cancel"" button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter).","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'click', 'resource': 'cancel button', 'condition': 'none', 'purpose': 'cancel the modifications of the filter'}, {'decision': 'allow', 'subject': 'patient', 'action': 'click', 'resource': 'cancel button', 'condition': 'none', 'purpose': 'cancel the modifications of the filter'}]",lhcp is allowed to click cancel button for the purpose of cancel the modifications of the filter and patient is able to click cancel button for the purpose of cancel the modifications of the filter,10
1648,The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'himself or herself', 'condition': 'none', 'purpose': 'none'}]",himself or herself is able to be authenticate,6
1649,"The input data, a timestamp and the fact  and his MID are saved.","[{'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'fact', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'timestamp', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'mid', 'condition': 'none', 'purpose': 'drug dispensing'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'input data', 'condition': 'none', 'purpose': 'none'}]",fact is able to be save and timestamp is authorized to be save and mid is able to be save for the purpose of drug dispensing and input data is shall to be save,5
1650,HR Managers are permitted access to handle employee data files for administrative tasks during work hours.,"[{'decision': 'deny', 'subject': 'HR Manager', 'action': 'access', 'resource': 'employee data files', 'purpose': 'administrative tasks', 'condition': 'during work hours'}]","HR Manager is prohibited to access employee data files for the purpose of administrative tasks, if during work hours",0
1651,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,"[{'decision': 'allow', 'subject': 'hospital administration staff', 'action': 'authenticate', 'resource': 'itrust user', 'condition': 'none', 'purpose': 'none'}]",hospital administration staff is able to authenticate itrust user,1
1652,A subject cannot review a project he or she has submitted.,"[{'decision': 'deny', 'subject': 'subject', 'action': 'disable', 'resource': 'project', 'condition': 'none', 'purpose': 'none'}]",subject is unauthorized to disable project,2
1653,The HCP selects a different procedure code.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'select', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",hcp is authorized to select,7
1654,The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors.,"[{'decision': 'deny', 'subject': 'none', 'action': 'analyze', 'resource': 'data in the database', 'condition': 'none', 'purpose': 'determine if the patient exhibits one or more risk factor'}]",data in the database is unauthorized to be analyze for the purpose of determine if the patient exhibits one or more risk factor,0
1655,"If someone is not a pc-chair or admin, then he or she can never see paper-review-rc for which he or she is conflicted.","[{'decision': 'deny', 'subject': 'person', 'action': 'see', 'resource': 'current status of the lab procedure', 'condition': 'person is not a pcchair or admin', 'purpose': 'none'}]",person is unauthorized to see current status of the lab procedure if person is not a pcchair or admin,3
1656,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'display', 'resource': 'his or her appointments in the current month', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'display', 'resource': 'his or her appointments in the current month', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to display his or her appointments in the current month and lhcp is allowed to display his or her appointments in the current month,10
1657,A patient views a list of his upcoming appointments.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'l', 'condition': 'none', 'purpose': 'none'}]",patient is authorized to view l,3
1658,"Once the Registrar provides the requested information, one of the sub flows is executed.","[{'decision': 'allow', 'subject': 'none', 'action': 'remotely wipe', 'resource': 'one of the sub flow', 'condition': 'registrar provides the requested information', 'purpose': 'none'}]",one of the sub flow is able to be remotely wipe if registrar provides the requested information,2
1659,The LHCP does not confirm the selection and can try again.,"[{'decision': 'deny', 'subject': 'lhcp', 'action': 'confirm', 'resource': 'selection', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'try', 'resource': 'again', 'condition': 'account holder gives explicit permission via signed documents', 'purpose': 'none'}]",lhcp is shall not to confirm selection and lhcp is allowed to try again if account holder gives explicit permission via signed documents,4
1660,"A patient can report height, weight and pedometer readings for those for whom he or she is a patient representative.","[{'decision': 'allow', 'subject': 'patient', 'action': 'report', 'resource': 'height', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'report', 'resource': 'pedometer reading', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'report', 'resource': 'weight', 'condition': 'none', 'purpose': 'none'}]",patient is able to report height and patient is able to report pedometer reading and patient is authorized to report weight,11
1661,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,"[{'decision': 'deny', 'subject': 'professor', 'action': 'select', 'resource': 'course offering', 'condition': 'none', 'purpose': 'none'}]",professor is unauthorized to select course offering,0
1662,A professor can review the same project at most one time.,"[{'decision': 'allow', 'subject': 'professor', 'action': 'review', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",professor is able to review,7
1663,The doctor is granted access to the house's medical office (though not to private notes).,"[{'decision': 'allow', 'subject': 'doctor', 'action': 'access', 'resource': 'houses medical office', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'doctor', 'action': 'access', 'resource': 'private note', 'condition': 'none', 'purpose': 'none'}]",doctor is allowed to access houses medical office and doctor is prohibited to access private note,11
1664,The system displays a list of course offerings the Professor taught in the previous semester.,"[{'decision': 'allow', 'subject': 'contracted medical insurance employee', 'action': 'display', 'resource': 'list of course offerings the professor taught in the previous semester', 'condition': 'none', 'purpose': 'none'}]",contracted medical insurance employee is able to display list of course offerings the professor taught in the previous semester,1
1665,"Only authorized lab technicians are permitted to access, modify or delete patient's pathological data for diagnostics purposes, provided they have received explicit consent from the patient.","[{'decision': 'deny', 'subject': 'authorized lab technician', 'action': 'access', 'resource': 'patient pathological data', 'purpose': 'diagnostics', 'condition': 'received explicit consent from the patient'}, {'decision': 'allow', 'subject': 'authorized lab technician', 'action': 'modify', 'resource': 'patient pathological data', 'purpose': 'diagnostics', 'condition': 'received explicit consent from the patient'}, {'decision': 'allow', 'subject': 'authorized lab technician', 'action': 'delete', 'resource': 'patient pathological data', 'purpose': 'diagnostics', 'condition': 'received explicit consent from the patient'}]","authorized lab technician is shall not to access patient pathological data for the purpose of diagnostics, if received explicit consent from the patient and authorized lab technician is authorized to modify patient pathological data for the purpose of diagnostics, if received explicit consent from the patient and authorized lab technician is able to delete patient pathological data for the purpose of diagnostics, if received explicit consent from the patient",0
1666,"Medical billing personnel are permitted to access patient billing histories for billing-related queries only, provided that the access does not occur outside regular working hours.","[{'decision': 'allow', 'subject': 'medical billing personnel', 'action': 'access', 'resource': 'patient billing history', 'purpose': 'billing-related queries', 'condition': 'none'}]",medical billing personnel is shall to access patient billing history for the purpose of billing-related queries,8
1667,"Hospital administrators can access, modify, and delete employee records for administrative purposes if the employee in question has given written consent.","[{'decision': 'allow', 'subject': 'hospital administrator', 'action': 'access', 'resource': 'employee record', 'purpose': 'administrative purposes', 'condition': 'none'}, {'decision': 'allow', 'subject': 'hospital administrator', 'action': 'modify', 'resource': 'employee record', 'purpose': 'administrative purposes', 'condition': 'employee in question has given written consent'}, {'decision': 'allow', 'subject': 'hospital administrator', 'action': 'delete', 'resource': 'employee record', 'purpose': 'administrative purposes', 'condition': 'employee in question has given written consent'}]","hospital administrator is able to access employee record for the purpose of administrative purposes and hospital administrator is able to modify employee record for the purpose of administrative purposes, if employee in question has given written consent and hospital administrator is able to delete employee record for the purpose of administrative purposes, if employee in question has given written consent",8
1668,"Occasionally, due to pressing circumstances, it may be necessary for a visiting doctor to examine a resident who is not normally his or her patient.","[{'decision': 'allow', 'subject': 'visiting doctor', 'action': 'examine', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",visiting doctor is shall to examine,7
1669,"Medical billing staff are allowed to access and modify patient financial records for the purpose of updating or generating invoices, provided such actions are performed during working hours from secure network terminals only.","[{'decision': 'allow', 'subject': 'medical billing staff', 'action': 'access', 'resource': 'patient financial records', 'purpose': 'updating or generating invoices', 'condition': 'actions are performed during working hours from secure network terminals only'}, {'decision': 'allow', 'subject': 'medical billing staff', 'action': 'modify', 'resource': 'patient financial records', 'purpose': 'none', 'condition': 'actions are performed during working hours from secure network terminals only'}]","medical billing staff is shall to access patient financial records for the purpose of updating or generating invoices, if actions are performed during working hours from secure network terminals only and medical billing staff is authorized to modify patient financial records if actions are performed during working hours from secure network terminals only",9
1670,"The reports are viewed under the ""View My Records"" tab.","[{'decision': 'allow', 'subject': 'none', 'action': 'track', 'resource': 'report', 'condition': 'none', 'purpose': 'none'}]",report is able to be track,2
