,inputs,policies,policies_sent,labels
1314,"Only those personnel from the Academic records department can modify, update or delete students' academic records for the purpose of fixing errors or updating grades, as long as such personnel have received due authorization from their departmental head and it is within working hours.","[{'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'modify', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'update', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'delete', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'from lost or stolen device'}]","personnel from academic records department is able to modify student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is authorized to update student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is able to delete student academic record for the purpose of fixing errors or updating grades, if from lost or stolen device",4
1315,"Only those personnel from the Academic records department can modify, update or delete students' academic records for the purpose of fixing errors or updating grades, as long as such personnel have received due authorization from their departmental head and it is within working hours.","[{'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'modify', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'none', 'action': 'update', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'delete', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}]","personnel from academic records department is able to modify student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and student academic record is authorized to be update for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is able to delete student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours",6
1316,"If this is the case, then the reviews of the other reviewers for this paper are copied into the reviewer’s directory.","[{'decision': 'allow', 'subject': 'none', 'action': 'publish', 'resource': 'reviews of the other reviewer', 'condition': 'this is the case', 'purpose': 'none'}]",reviews of the other reviewer is authorized to be publish if this is the case,2
1317,"If this curriculum is different for students, teachers are not allowed to separate subjects and award grades.","[{'decision': 'deny', 'subject': 'teacher', 'action': 'seperate', 'resource': 'subject', 'condition': 'curriculum is different for student', 'purpose': 'none'}]",teacher is not able to seperate subject if curriculum is different for student,10
1318,"Members of the Human Resources department are allowed access to personnel files for hiring decisions, this right is conditioned upon approval of both the Department Head and Legal Counsel.","[{'decision': 'allow', 'subject': 'members of the human resources department', 'action': 'access', 'resource': 'personnel files', 'purpose': 'none', 'condition': 'approval of both the Department Head and Legal Counsel'}]",members of the human resources department is allowed to access personnel files if approval of both the Department Head and Legal Counsel,9
1319,"Field officers are permitted to access, analyze, and input data into the Crop Health Management System for the purpose of monitoring and improving crop health, provided they have completed the necessary training and certification.","[{'decision': 'allow', 'subject': 'field officer', 'action': 'access', 'resource': 'Crop Health Management System', 'purpose': 'none', 'condition': 'they have completed the necessary training and certification'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'analyze', 'resource': 'Crop Health Management System', 'purpose': 'monitoring and improving crop health', 'condition': 'they have completed the necessary training and certification'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'input data', 'resource': 'Crop Health Management System', 'purpose': 'monitoring and improving crop health', 'condition': 'they have completed the necessary training and certification'}]","field officer is shall to access Crop Health Management System if they have completed the necessary training and certification and field officer is authorized to analyze Crop Health Management System for the purpose of monitoring and improving crop health, if they have completed the necessary training and certification and field officer is authorized to input data Crop Health Management System for the purpose of monitoring and improving crop health, if they have completed the necessary training and certification",9
1320,"For each semester, there is a period of time that students can change their schedule.","[{'decision': 'allow', 'subject': 'none', 'action': 'change', 'resource': 'schedule', 'condition': 'none', 'purpose': 'none'}]",schedule is authorized to be change,6
1321,"After a patient or a mental health representative has not completed a satisfaction survey with a visit to the doctor, their client may not use the survey for a visit to the doctor.","[{'decision': 'deny', 'subject': 'client', 'action': 'use', 'resource': 'survey', 'condition': 'none', 'purpose': 'visit to the doctor'}]",client is unauthorized to use survey for the purpose of visit to the doctor,8
1322,"The patient or representative enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.","[{'decision': 'allow', 'subject': 'billing department employee', 'action': 'enter', 'resource': 'text of the response message', 'condition': 'none', 'purpose': 'send'}, {'decision': 'allow', 'subject': 'representative', 'action': 'enter', 'resource': 'text of the response message', 'condition': 'none', 'purpose': 'send'}]",billing department employee is able to enter text of the response message for the purpose of send and representative is shall to enter text of the response message for the purpose of send,1
1323,Only the author and assigned editor of a document can modify its content under the condition that the document is not marked as finalized.,"[{'decision': 'allow', 'subject': 'author', 'action': 'modify', 'resource': 'document content', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'assigned editor', 'action': 'modify', 'resource': 'document content', 'purpose': 'none', 'condition': 'document is not marked as finalized'}]",author is able to modify document content and assigned editor is able to modify document content if document is not marked as finalized,8
1324,"Financial advisors can view and edit client financial information in order to offer tailored advice, only during their logged-in office hours.","[{'decision': 'allow', 'subject': 'financial advisor', 'action': 'view', 'resource': 'client financial information', 'purpose': 'offer tailored advice', 'condition': 'during their logged-in office hours'}, {'decision': 'allow', 'subject': 'agricultural researcher', 'action': 'edit', 'resource': 'client financial information', 'purpose': 'offer tailored advice', 'condition': 'during their logged-in office hours'}]","financial advisor is able to view client financial information for the purpose of offer tailored advice, if during their logged-in office hours and agricultural researcher is shall to edit client financial information for the purpose of offer tailored advice, if during their logged-in office hours",1
1325,"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).","[{'decision': 'allow', 'subject': 'admin', 'action': 'specify', 'resource': 'specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon)', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'specify', 'resource': 'specialty for a new lt ( blood, tissue, or general)', 'condition': 'none', 'purpose': 'none'}]","admin is allowed to specify specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon) and specialty for a new lt ( blood, tissue, or general) is authorized to be specify",6
1326,An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'reassign', 'resource': 'previously created lab procedure', 'condition': 'none', 'purpose': 'none'}]",hcp is able to reassign previously created lab procedure,8
1327,"Farm managers may access, update, and delete livestock records for the purpose of maintaining accurate health and inventory information, provided that the changes are reviewed and approved by the farm owner.","[{'decision': 'allow', 'subject': 'farm manager', 'action': 'access', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'none'}, {'decision': 'allow', 'subject': 'farm manager', 'action': 'update', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'changes are reviewed and approved by the farm owner'}, {'decision': 'allow', 'subject': 'farm manager', 'action': 'delete', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'changes are reviewed and approved by the farm owner'}]","farm manager is allowed to access livestock record for the purpose of maintaining accurate health and inventory information and farm manager is shall to update livestock record for the purpose of maintaining accurate health and inventory information, if changes are reviewed and approved by the farm owner and farm manager is shall to delete livestock record for the purpose of maintaining accurate health and inventory information, if changes are reviewed and approved by the farm owner",8
1328,"The patient or representative enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.","[{'decision': 'allow', 'subject': 'patient', 'action': 'enter', 'resource': 'text of the response message', 'condition': 'none', 'purpose': 'send'}, {'decision': 'allow', 'subject': 'representative', 'action': 'enter', 'resource': '‘my diagnose', 'condition': 'none', 'purpose': 'send'}]",patient is authorized to enter text of the response message for the purpose of send and representative is allowed to enter ‘my diagnose for the purpose of send,3
1329,"As soon as the reviewer has submitted his or her review, the review will be the default to be displayed in this frame when the reviewer clicks on the paper number in the top frame.","[{'decision': 'allow', 'subject': 'none', 'action': 'display', 'resource': 'review', 'condition': 'none', 'purpose': 'none'}]",review is shall to be display,8
1330,"Only those personnel from the Academic records department can modify, update or delete students' academic records for the purpose of fixing errors or updating grades, as long as such personnel have received due authorization from their departmental head and it is within working hours.","[{'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'modify', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'update', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'delete', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'none'}]","personnel from academic records department is authorized to modify student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is authorized to update student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is able to delete student academic record for the purpose of fixing errors or updating grades",8
1331,"Human resource managers can access, modify, or delete employee records in the central management system for verification purposes only during official business hours.","[{'decision': 'allow', 'subject': 'human resource manager', 'action': 'access', 'resource': 'employee record', 'purpose': 'verification', 'condition': 'during official business hours'}, {'decision': 'allow', 'subject': 'human resource manager', 'action': 'modify', 'resource': 'employee record', 'purpose': 'none', 'condition': 'during official business hours'}, {'decision': 'allow', 'subject': 'human resource manager', 'action': 'delete', 'resource': 'employee record', 'purpose': 'verification', 'condition': 'during official business hours'}]","human resource manager is able to access employee record for the purpose of verification, if during official business hours and human resource manager is shall to modify employee record if during official business hours and human resource manager is shall to delete employee record for the purpose of verification, if during official business hours",9
1332,An HCP may document an office visit.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'document', 'resource': 'number of unread messages from his or her message inbox', 'condition': 'none', 'purpose': 'none'}]",hcp is shall to document number of unread messages from his or her message inbox,3
1333,An LHCP views a list of his upcoming appointments.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'repeated attempts by a health care worker', 'condition': 'none', 'purpose': 'none'}]",lhcp is able to view repeated attempts by a health care worker,3
1334,"School administrative staff are permitted to view and edit student records for the purposes of updating academic progress, only during official school hours.","[{'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'student records', 'purpose': 'updating academic progress', 'condition': 'during official school hours'}, {'decision': 'allow', 'subject': 'school administrative staff', 'action': 'edit', 'resource': 'student records', 'purpose': 'updating academic progress', 'condition': 'during official school hours'}]","student records is shall to be view for the purpose of updating academic progress, if during official school hours and school administrative staff is allowed to edit student records for the purpose of updating academic progress, if during official school hours",6
1335,"Financial advisors can view and edit client financial information in order to offer tailored advice, only during their logged-in office hours.","[{'decision': 'allow', 'subject': 'financial advisor', 'action': 'view', 'resource': 'client financial information', 'purpose': 'offer tailored advice', 'condition': 'during their logged-in office hours'}, {'decision': 'allow', 'subject': 'financial advisor', 'action': 'edit', 'resource': 'client financial information', 'purpose': 'none', 'condition': 'during their logged-in office hours'}]","financial advisor is shall to view client financial information for the purpose of offer tailored advice, if during their logged-in office hours and financial advisor is able to edit client financial information if during their logged-in office hours",9
1336,"Pharmacists are authorized to update the patient's drug information only for the purpose of drug dispensing related activities, but they cannot modify any other personal data unless the patient has provided explicit consent.","[{'decision': 'allow', 'subject': 'pharmacist', 'action': 'update', 'resource': 'patient drug information', 'purpose': 'drug dispensing related activities', 'condition': 'none'}, {'decision': 'deny', 'subject': 'pharmacist', 'action': 'modify', 'resource': 'other personal data', 'purpose': 'none', 'condition': 'none'}]",pharmacist is shall to update patient drug information for the purpose of drug dispensing related activities and pharmacist is not able to modify other personal data,8
1337,Sales managers are permitted to access and modify sales reports for performance analysis only during official working hours.,"[{'decision': 'allow', 'subject': 'sales manager', 'action': 'access', 'resource': 'sales report', 'purpose': 'performance analysis', 'condition': 'none'}, {'decision': 'allow', 'subject': 'sales manager', 'action': 'modify', 'resource': 'sales report', 'purpose': 'performance analysis', 'condition': 'during official working hours'}]","sales manager is authorized to access sales report for the purpose of performance analysis and sales manager is able to modify sales report for the purpose of performance analysis, if during official working hours",8
1338,"Only designated field supervisors are authorized to access and modify proprietary crop yield reports, provided such action is necessary for seasonal review procedures and does not occur outside of designated office-hours.","[{'decision': 'allow', 'subject': 'designated field supervisor', 'action': 'access', 'resource': 'proprietary crop yield report', 'purpose': 'seasonal review procedures', 'condition': 'does not occur outside of designated office-hours'}, {'decision': 'deny', 'subject': 'designated field supervisor', 'action': 'modify', 'resource': 'proprietary crop yield report', 'purpose': 'seasonal review procedures', 'condition': 'does not occur outside of designated office-hours'}]","designated field supervisor is allowed to access proprietary crop yield report for the purpose of seasonal review procedures, if does not occur outside of designated office-hours and designated field supervisor is unauthorized to modify proprietary crop yield report for the purpose of seasonal review procedures, if does not occur outside of designated office-hours",0
1339,"The HCP chooses ""Potential Prescription-Renewals"" and is presented with a list of patients  that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients , (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date.","[{'decision': 'allow', 'subject': 'hcp', 'action': 'choose', 'resource': 'potential prescriptionrenewal', 'condition': 'none', 'purpose': 'none'}]",hcp is authorized to choose potential prescriptionrenewal,11
1340,"The school's administrative staff are permitted access to student's personal records for updating and maintenance purposes, provided that it aligns with the institution's confidentiality policy.","[{'decision': 'allow', 'subject': 'administrative staff', 'action': 'access', 'resource': 'student personal records', 'purpose': 'none', 'condition': ""alignment with institution's confidentiality policy""}]",administrative staff is authorized to access student personal records if alignment with institution's confidentiality policy,9
1341,"Project managers are permitted to edit, modify and delete project data in the project management software during the active duration of the project.","[{'decision': 'allow', 'subject': 'project manager', 'action': 'edit', 'resource': 'project data', 'purpose': 'none', 'condition': 'during the active duration of the project'}, {'decision': 'allow', 'subject': 'project manager', 'action': 'modify', 'resource': 'project data', 'purpose': 'none', 'condition': 'during the active duration of the project'}, {'decision': 'allow', 'subject': 'administrative staff', 'action': 'delete', 'resource': 'project data', 'purpose': 'none', 'condition': 'during the active duration of the project'}]",project manager is able to edit project data if during the active duration of the project and project manager is allowed to modify project data if during the active duration of the project and administrative staff is allowed to delete project data if during the active duration of the project,1
1342,The user can select a prescription from the calendar to read the prescription's details .,"[{'decision': 'allow', 'subject': 'admission nurse', 'action': 'select', 'resource': 'prescription', 'condition': 'none', 'purpose': 'read the prescriptions detail'}]",admission nurse is authorized to select prescription for the purpose of read the prescriptions detail,1
1343,Accounting staff can access company financial records for monthly reporting purposes during regular business hours only.,"[{'decision': 'allow', 'subject': 'patient whose height, weight, or pedometer data type is specified to be under monitoring', 'action': 'access', 'resource': 'company financial records', 'purpose': 'monthly reporting', 'condition': 'during regular business hours only'}]","patient whose height, weight, or pedometer data type is specified to be under monitoring is allowed to access company financial records for the purpose of monthly reporting, if during regular business hours only",1
1344,To prevent unauthorized access all users must change their passwords every 90 days.,"[{'decision': 'allow', 'subject': 'user', 'action': 'change', 'resource': 'password', 'condition': 'none', 'purpose': 'none'}]",user is shall to change password,8
1345,The system directs the user to make a different choice.,"[{'decision': 'allow', 'subject': 'system', 'action': 'direct', 'resource': 'user', 'condition': 'reviewer has submitted all his review', 'purpose': 'make a different choice'}]","system is shall to direct user for the purpose of make a different choice, if reviewer has submitted all his review",4
1346,"System displays the details for the appointment in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).","[{'decision': 'allow', 'subject': 'system', 'action': 'display', 'resource': 'appointment date and start time', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'system', 'action': 'display', 'resource': 'appointment type', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'system', 'action': 'display', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'system', 'action': 'display', 'resource': 'comment', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'system', 'action': 'display', 'resource': 'name of either the patient or the lhcp', 'condition': 'none', 'purpose': 'none'}]",system is shall to display appointment date and start time and system is authorized to display appointment type and system is allowed to display and system is shall to display comment and system is shall to display name of either the patient or the lhcp,7
1347,"Banking advisors can access customer personal profiles for credit check if the customer has initiated a loan application, while bank tellers have no access to these profiles under any conditions.","[{'decision': 'allow', 'subject': 'banking advisor', 'action': 'access', 'resource': 'customer personal profile', 'purpose': 'credit check', 'condition': 'customer has initiated a loan application'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer personal profile', 'purpose': 'cancel', 'condition': 'none'}]","banking advisor is authorized to access customer personal profile for the purpose of credit check, if customer has initiated a loan application and bank teller is unauthorized to access customer personal profile for the purpose of cancel",5
1348,"Medical records staff will view people's most recent medical records (up to an hour old), but generally cannot see older signs of illness.","[{'decision': 'deny', 'subject': 'medical records staff', 'action': 'see', 'resource': 'older signs of illness', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'medical records staff', 'action': 'view', 'resource': 'peoples most recent medical record', 'condition': 'none', 'purpose': 'purpose is justified'}]",medical records staff is unauthorized to see older signs of illness and medical records staff is authorized to view peoples most recent medical record for the purpose of purpose is justified,5
1349,The event is logged and the HCP is returned in the specific office visit record to verify his changes.,"[{'decision': 'allow', 'subject': 'none', 'action': 'log', 'resource': 'event', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'start', 'resource': 'specific office visit record', 'condition': 'none', 'purpose': 'verify his change'}]",event is able to be log and hcp is able to start specific office visit record for the purpose of verify his change,2
1350,"Managers in the Finance department are permitted to review and edit financial documents for the purpose of quarterly auditing, provided verification by the CEO or CFO is conducted.","[{'decision': 'allow', 'subject': 'HR manager', 'action': 'review', 'resource': 'financial document', 'purpose': 'quarterly auditing', 'condition': 'verification by the CEO or CFO is conducted'}, {'decision': 'allow', 'subject': 'finance department manager', 'action': 'edit', 'resource': 'financial document', 'purpose': 'quarterly auditing', 'condition': 'verification by the CEO or CFO is conducted'}]","HR manager is able to review financial document for the purpose of quarterly auditing, if verification by the CEO or CFO is conducted and finance department manager is able to edit financial document for the purpose of quarterly auditing, if verification by the CEO or CFO is conducted",1
1351,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.","[{'decision': 'allow', 'subject': 'none', 'action': 'get', 'resource': 'own directory on the webserver', 'condition': 'none', 'purpose': 'be able to protect the reviews from outsider'}]",own directory on the webserver is allowed to be get for the purpose of be able to protect the reviews from outsider,6
1352,Only the senior management is authorized to access the financial accounts for the purpose of auditing provided it is carried out during the organisation's specified audit dates.,"[{'decision': 'allow', 'subject': 'none', 'action': 'access', 'resource': 'financial account', 'purpose': 'auditing', 'condition': ""carried out during the organisation's specified audit dates""}]","financial account is able to be access for the purpose of auditing, if carried out during the organisation's specified audit dates",6
1353,Banking officers are allowed to view and edit customer records in the banking database for the purpose of verifying and updating customer information if the client has provided prior consent.,"[{'decision': 'allow', 'subject': 'banking officer', 'action': 'view', 'resource': 'customer record', 'purpose': 'verifying and updating customer information', 'condition': 'client has provided prior consent'}]","banking officer is able to view customer record for the purpose of verifying and updating customer information, if client has provided prior consent",10
1354,"Medical software developers can modify, test, and deploy code changes to the electronic health record software only under the purpose of software bug fixing or performance optimization and only during non-peak hours.","[{'decision': 'allow', 'subject': 'medical software developer', 'action': 'modify', 'resource': 'electronic health record software', 'purpose': 'software bug fixing', 'condition': 'during non-peak hours'}, {'decision': 'allow', 'subject': 'medical software developer', 'action': 'test', 'resource': 'electronic health record software', 'purpose': 'software bug fixing', 'condition': 'during non-peak hours'}, {'decision': 'allow', 'subject': 'medical software developer', 'action': 'deploy', 'resource': 'electronic health record software', 'purpose': 'software bug fixing', 'condition': 'during non-peak hours'}, {'decision': 'allow', 'subject': 'medical software developer', 'action': 'modify', 'resource': 'electronic health record software', 'purpose': 'performance optimization', 'condition': 'during non-peak hours'}, {'decision': 'allow', 'subject': 'medical software developer', 'action': 'test', 'resource': 'electronic health record software', 'purpose': 'performance optimization', 'condition': 'during non-peak hours'}, {'decision': 'allow', 'subject': 'medical software developer', 'action': 'deploy', 'resource': 'personal representative', 'purpose': 'performance optimization', 'condition': 'during non-peak hours'}]","medical software developer is able to modify electronic health record software for the purpose of software bug fixing, if during non-peak hours and medical software developer is allowed to test electronic health record software for the purpose of software bug fixing, if during non-peak hours and medical software developer is shall to deploy electronic health record software for the purpose of software bug fixing, if during non-peak hours and medical software developer is shall to modify electronic health record software for the purpose of performance optimization, if during non-peak hours and medical software developer is shall to test electronic health record software for the purpose of performance optimization, if during non-peak hours and medical software developer is shall to deploy personal representative for the purpose of performance optimization, if during non-peak hours",3
1355,In case of a system failure backups should be restored to recover the data.,"[{'decision': 'allow', 'subject': 'backup', 'action': 'be restored', 'resource': 'data', 'condition': 'none', 'purpose': 'processing loan request'}]",backup is authorized to be restored data for the purpose of processing loan request,5
1356,Human resource department employees are allowed to view and edit employee's personal files for administrative purposes except during non-operational hours.,"[{'decision': 'allow', 'subject': 'human resource department employee', 'action': 'view', 'resource': 'employee personal file', 'purpose': 'administrative purposes', 'condition': 'not during non-operational hours'}, {'decision': 'allow', 'subject': 'human resource department employee', 'action': 'edit', 'resource': 'employee personal file', 'purpose': 'electronic delivery to the publisher', 'condition': 'not during non-operational hours'}]","human resource department employee is allowed to view employee personal file for the purpose of administrative purposes, if not during non-operational hours and human resource department employee is able to edit employee personal file for the purpose of electronic delivery to the publisher, if not during non-operational hours",5
1357,"Only accounting clerks in the finance department may access and modify company financial records, provided the operation is within business hours and validated by a supervisor.","[{'decision': 'allow', 'subject': 'accounting clerk in the finance department', 'action': 'access', 'resource': 'company financial record', 'purpose': 'none', 'condition': 'operation is within business hours and validated by a supervisor'}, {'decision': 'allow', 'subject': 'none', 'action': 'modify', 'resource': 'company financial record', 'purpose': 'none', 'condition': 'operation is within business hours and validated by a supervisor'}]",accounting clerk in the finance department is shall to access company financial record if operation is within business hours and validated by a supervisor and company financial record is allowed to be modify if operation is within business hours and validated by a supervisor,6
1358,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.","[{'decision': 'allow', 'subject': 'reviewer', 'action': 'get', 'resource': 'own directory on the webserver', 'condition': 'none', 'purpose': 'none'}]",reviewer is shall to get own directory on the webserver,9
1359,"Doctors also cannot make private notes about the resident that, same as doctor-patient interactions, are not visible to the staff of specialized services.","[{'decision': 'deny', 'subject': 'staff of specialized service', 'action': 'view', 'resource': 'doctorpatient interaction', 'condition': 'doctor or personal representative has not completed a satisfaction survey prior to an initial visit', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'doctor', 'action': 'make', 'resource': 'private notes about the resident', 'condition': 'none', 'purpose': 'none'}]",staff of specialized service is shall not to view doctorpatient interaction if doctor or personal representative has not completed a satisfaction survey prior to an initial visit and doctor is shall not to make private notes about the resident,4
1360,"Pharmacists are authorized to update the patient's drug information only for the purpose of drug dispensing related activities, but they cannot modify any other personal data unless the patient has provided explicit consent.","[{'decision': 'allow', 'subject': 'pharmacist', 'action': 'update', 'resource': 'patient drug information', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'pharmacist', 'action': 'modify', 'resource': 'other personal data', 'purpose': 'none', 'condition': 'patient has provided explicit consent'}]",pharmacist is allowed to update patient drug information and pharmacist is shall not to modify other personal data if patient has provided explicit consent,9
1361,The system directs the user to make a different choice.,"[{'decision': 'allow', 'subject': 'system', 'action': 'report', 'resource': 'user', 'condition': 'none', 'purpose': 'make a different choice'}]",system is able to report user for the purpose of make a different choice,2
1362,Human resources staff are permitted to modify employee’s personal data for the purpose of updating payroll information only during working hours.,"[{'decision': 'allow', 'subject': 'human resources staff', 'action': 'modify', 'resource': 'students applications and personal data', 'purpose': 'updating payroll information', 'condition': 'only during working hours'}]","human resources staff is allowed to modify students applications and personal data for the purpose of updating payroll information, if only during working hours",3
1363,"The patient selects the relevant physical services he is interested in, and is then presented with the top five hospitals with that experience.","[{'decision': 'allow', 'subject': 'members of the human resources department', 'action': 'select', 'resource': 'relevant physical service', 'condition': 'none', 'purpose': 'none'}]",members of the human resources department is authorized to select relevant physical service,1
1364,The message displays the risk factors that the patients exhibit.,"[{'decision': 'allow', 'subject': 'none', 'action': 'display', 'resource': 'risk factor', 'condition': 'none', 'purpose': 'none'}]",risk factor is able to be display,6
1365,The system directs the user to make a different choice.,"[{'decision': 'allow', 'subject': 'system', 'action': 'direct', 'resource': 'user', 'condition': 'none', 'purpose': 'none'}]",system is allowed to direct user,9
1366,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,"[{'decision': 'deny', 'subject': 'system', 'action': 'present', 'resource': 'listing of all prescription drug', 'condition': 'none', 'purpose': 'none'}]",system is prohibited to present listing of all prescription drug,0
1367,"Farm managers may access, update, and delete livestock records for the purpose of maintaining accurate health and inventory information, provided that the changes are reviewed and approved by the farm owner.","[{'decision': 'allow', 'subject': 'farm manager', 'action': 'access', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'changes are reviewed and approved by the farm owner'}, {'decision': 'allow', 'subject': 'none', 'action': 'update', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'changes are reviewed and approved by the farm owner'}, {'decision': 'allow', 'subject': 'farm manager', 'action': 'delete', 'resource': 'livestock record', 'purpose': 'maintaining accurate health and inventory information', 'condition': 'changes are reviewed and approved by the farm owner'}]","farm manager is shall to access livestock record for the purpose of maintaining accurate health and inventory information, if changes are reviewed and approved by the farm owner and livestock record is authorized to be update for the purpose of maintaining accurate health and inventory information, if changes are reviewed and approved by the farm owner and farm manager is shall to delete livestock record for the purpose of maintaining accurate health and inventory information, if changes are reviewed and approved by the farm owner",6
1368,The administrator can select a particular pair of drugs.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'select', 'resource': 'particular pair of drug', 'condition': 'during working hours of Monday to Friday', 'purpose': 'none'}]",administrator is authorized to select particular pair of drug if during working hours of Monday to Friday,4
1369,Access to financial documents will only be granted to the Chief Financial Officer and the Finance department's team for auditing and business operations review if there is a request that has been approved by top management.,"[{'decision': 'allow', 'subject': 'Chief Financial Officer', 'action': 'access', 'resource': 'financial documents', 'purpose': 'auditing', 'condition': 'request has been approved by top management'}, {'decision': 'allow', 'subject': 'Chief Financial Officer', 'action': 'access', 'resource': 'financial documents', 'purpose': 'business operations review', 'condition': 'request has been approved by top management'}, {'decision': 'allow', 'subject': 'Finance department team', 'action': 'access', 'resource': 'financial documents', 'purpose': 'auditing', 'condition': 'request has been approved by top management'}, {'decision': 'allow', 'subject': 'Finance department team', 'action': 'access', 'resource': 'financial documents', 'purpose': 'business operations review', 'condition': 'request has been approved by top management'}]","Chief Financial Officer is able to access financial documents for the purpose of auditing, if request has been approved by top management and Chief Financial Officer is authorized to access financial documents for the purpose of business operations review, if request has been approved by top management and Finance department team is authorized to access financial documents for the purpose of auditing, if request has been approved by top management and Finance department team is allowed to access financial documents for the purpose of business operations review, if request has been approved by top management",11
1370,A UAP can report physiologic measurements.,"[{'decision': 'allow', 'subject': 'uap', 'action': 'deselect', 'resource': 'physiologic measurement', 'condition': 'none', 'purpose': 'none'}]",uap is authorized to deselect physiologic measurement,2
