,Unnamed: 0,input,acp,output,origin
240,2258,System presents a listing of all his patients.,1.0,{decision: allow; subject: system; action: present; resource: listing of all his patients; purpose: none; condition: none},t2p
241,2260,A public health agent sees trends in adverse events relate to prescription drugs or immunizations.,1.0,{decision: allow; subject: public health agent; action: see; resource: trends in adverse events related to prescription drugs; purpose: none; condition: none | decision: allow; subject: public health agent; action: see; resource: trends in adverse events related to immunizations; purpose: none; condition: none},t2p
242,2261,A PC member can resign his membership.,1.0,{decision: allow; subject: pc member; action: resign; resource: membership; purpose: none; condition: none},collected
243,2262,An LHCP selects to view additional information for a patient.,1.0,{decision: allow; subject: lhcp; action: view; resource: information; purpose: none; condition: none},acre
244,2264,An LHCP views the number of submitted weight data monitoring reports of his patients for the current date.,1.0,{decision: allow; subject: lhcp; action: view; resource: number of submitted weight data monitoring reports; purpose: none; condition: none},t2p
245,2273,A user with administrator privileges should be able to delete files in the system.,1.0,{decision: allow; subject: user; action: delete; resource: file; condition: none; purpose: none},collected_train
246,2275," ""For security reasons access to Resource K is limited to authorized administrators.""",1.0,{decision: allow; subject: authorized administrators; action: access; resource: k; condition: none; purpose: security reasons},collected_train
247,2288,System presents a list of his messages in the message inbox.,1.0,{decision: allow; subject: system; action: present; resource: list of his messages; purpose: none; condition: none},t2p
248,2290,"Managers can pay and fire ordinary employees, but not those at certain companies or the director.",1.0,{decision: allow; subject: managers; action: pay; resource: ordinary employees; purpose: none; condition: none | decision: allow; subject: managers; action: fire; resource: ordinary employees; purpose: none; condition: none | decision: deny; subject: managers; action: pay; resource: director; purpose: none; condition: none | decision: deny; subject: managers; action: fire; resource: director; purpose: none; condition: none},collected_train
249,2316,Owners can read Name.,1.0,{decision: allow; subject: owner; action: read; resource: name; purpose: none; condition: none},collected
250,2317,The user can select a prescription from the calendar to read the prescription's details .,1.0,{decision: allow; subject: user; action: select; resource: prescription; purpose: read the prescriptions details; condition: none},acre
251,2319,"The patient or personal health representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",1.0,{decision: allow; subject: patient; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of their parents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their parents; purpose: none; condition: none},acre
252,2342,"The patient's assigned MID and a secret key (the initial password) are personally provided to the user, with which the user can reset his or her password.",1.0,{decision: allow; subject: none; action: provide; resource: mid; purpose: user can reset his or her password; condition: none | decision: allow; subject: none; action: provide; resource: secret key; purpose: user can reset his or her password; condition: none},acre
253,2349,An LHCP views the number of submitted weight or pedometer data monitoring reports of his or her patients for the current date.,1.0,{decision: allow; subject: lhcp; action: view; resource: weight monitoring report; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: pedometer data monitoring report; purpose: none; condition: none},acre
254,2351," ""No one is permitted to access confidential documents without proper authorization.""",1.0,{decision: allow; subject: none; action: access; resource: confidential documents; condition: none; purpose: none},collected_train
255,2355,The user's associated filter initially has all empty inputs for the filtering criteria before the user modifies it.,1.0,{decision: allow; subject: user; action: modify; resource: filter; purpose: none; condition: none},acre
256,2364,A user can sort messages in his or her message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.,1.0,{decision: allow; subject: user; action: sort; resource: message; purpose: none; condition: none},acre
257,2365,He can report his blood pressure (systolic and diastolic) and glucose levels.,1.0,{decision: allow; subject: he; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none},t2p
258,2368,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,1.0,{decision: allow; subject: system; action: present; resource: listing of all prescription drugs; purpose: none; condition: none},t2p
259,2372,All employees are prohibited from accessing sensitive financial data unless authorized by the finance department.,1.0,{decision: allow; subject: employees; action: access; resource: sensitive financial data; condition: unless authorized by the finance department; purpose: none},collected_train
260,2380,The HCP can choose to graph the height or weight of the patient.,1.0,{decision: allow; subject: hcp; action: graph; resource: height; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight; purpose: none; condition: none},acre
261,2395,"The patient enters the text of the response message (up to 1000 characters), then clicks the send button.",1.0,{decision: allow; subject: patient; action: enter; resource: text of the response message; purpose: none; condition: none | decision: allow; subject: patient; action: click; resource: send button; purpose: none; condition: none},t2p
262,2396,A user enters their MID and their password to gain role-based entry into iTrust.,1.0,{decision: allow; subject: user; action: enter; resource: mid; purpose: gain role-based entry into itrust; condition: none | decision: allow; subject: user; action: enter; resource: password; purpose: gain role-based entry into itrust; condition: none},t2p
263,2402,"For each selected course offering on the schedule not already marked as “enrolled in”, the system verifies that the Student has the necessary prerequisites, that the course offering is open, and that there are no schedule conflicts.",1.0,{decision: allow; subject: system; action: verify; resource: prerequisite; purpose: none; condition: none | decision: allow; subject: system; action: verify; resource: course offering; purpose: none; condition: none | decision: allow; subject: system; action: verify; resource: schedule conflict; purpose: none; condition: none},ibm
264,2403,A subject cannot approve projects he or she has reviewed or submitted.,1.0,{decision: deny; subject: subject; action: approve; resource: project; purpose: none; condition: none},collected
265,2404,The system shall append 20 more activities to the end of the currently listed activities on the same page.,1.0,{decision: allow; subject: system; action: append; resource: activity; condition: none; purpose: none},t2p
266,2411,"As soon as the full paper deadline has passed, the papers can be assigned to the reviewers.",1.0,{decision: allow; subject: none; action: assign; resource: paper; purpose: none; condition: none},cyber
267,2419,An LHCP sends a message to a patient or representative (no multiple recipients allowed in a single message).,1.0,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none},t2p
268,2420,"System presents a listing of all their own diagnoses, sorted by diagnosis date (more recent first).",1.0,{decision: allow; subject: system; action: present; resource: diagnoses; purpose: none; condition: none},t2p
269,2439,"After a message is sent, the patient or personal representative is directed to his message outbox.",1.0,{decision: allow; subject: none; action: direct; resource: patient; purpose: none; condition: message is sent | decision: allow; subject: none; action: direct; resource: personal representative; purpose: none; condition: message is sent},t2p
270,2442,"HCPs can modify or delete the fields of the office visit information (date, hospital, notes, prescriptions, laboratory procedures, diagnoses, procedures, possibly and possibly immunizations).",1.0,{decision: allow; subject: hcp; action: modify; resource: fields of the office visit information; purpose: none; condition: none | decision: allow; subject: hcp; action: delete; resource: fields of the office visit information; purpose: none; condition: none},t2p
271,2444,An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11).,1.0,{decision: allow; subject: hcp; action: refer; resource: patient; purpose: none; condition: none},acre
272,2469,The user opens his upcoming appointment list.,1.0,{decision: allow; subject: user; action: open; resource: upcoming appointment list; purpose: none; condition: none},t2p
