,input,acp,output
307,The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: itrust hcp; action: authenticate; resource: itrust hcp; condition: none; purpose: none}
308,The role of a user determines their viewing and editing capabilities (role-based access control).,0,{decision: allow; subject: user; action: view; resource: role of a user; condition: none; purpose: none}
309,"The patient clicks on the name of the LHCP for an expired prescription, and is presented with the contact information for that LHCP (including First Name Last Name, LHCP Type, Street Address 1, Street Address 2, City, State, Zip Code, Phone, and Contact Email); if any type of contact information is missing or the whole contact information for the LHCP is not available in the database, the corresponding missing types of information are simply shown as blank.",1,{decision: allow; subject: patient; action: click; resource: name of the lhcp; purpose: none; condition: none}
310,The LHCP does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: lhcp; action: confirm; resource: selection; condition: none; purpose: none | decision: deny; subject: lhcp; action: try; resource: again; condition: none; purpose: none}
311,The LHCP is able to view the comprehensive patient report  from a list of his or her requests.,1,{decision: allow; subject: lhcp; action: view; resource: patient report; purpose: none; condition: none}
312,"In both cases, the LHCP is presented the name of the patient and must confirm the add or delete.",1,{decision: allow; subject: lhcp; action: add; resource: name; purpose: none; condition: none | decision: allow; subject: lhcp; action: delete; resource: name; purpose: none; condition: none}
313,The LHCP or ER does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: er; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: selection; condition: none; purpose: none}
314,A UAP can select to report height or weight or pedometer measurements.,1,{decision: allow; subject: uap; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: pedometer measurements; purpose: none; condition: none}
315,The LHCP enters a patient medical identification number (MID)  and confirms his or her input .,1,{decision: allow; subject: lhcp; action: enter; resource: patient medical identification number; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: input; purpose: none; condition: none}
316,"The fields of the  file must include at least the first name, last name, and e-mail address, with additional columns available for the other demographic values.",0,{decision: allow; subject: none; action: include; resource: fields of the file; condition: none; purpose: none}
317,The administrator types an invalid name and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid name; condition: none; purpose: none | decision: allow; subject: administrator; action: try; resource: again; condition: none; purpose: none}
318,The software tester authenticates himself or herself in the iTrust Medical Records system (UC2).,0,{decision: allow; subject: software tester; action: authenticate; resource: himself or herself in the itrust medical records system; condition: none; purpose: none}
319,The patient chooses the immunization for which to report the adverse event.,1,{decision: allow; subject: patient; action: choose; resource: immunization; purpose: report the adverse event; condition: none}
320,"For Login Failures, the IP Address of the machine, transaction type = 1, and timestamp are recorded.",0,{decision: allow; subject: none; action: record; resource: timestamp; condition: none; purpose: for login failures | decision: allow; subject: none; action: record; resource: transaction type; condition: none; purpose: for login failures | decision: allow; subject: none; action: record; resource: id of the machine; condition: none; purpose: for login failures}
321,The administrator records  or deletes  a drug interaction between two prescription drugs.,1,{decision: allow; subject: administrator; action: record; resource: drug interaction; purpose: none; condition: none | decision: allow; subject: administrator; action: delete; resource: drug interaction; purpose: none; condition: none}
322,Both patients and LHCPs can view a list of their upcoming appointments .,1,{decision: allow; subject: patient; action: view; resource: list of their upcoming appointments; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: list of their upcoming appointments; purpose: none; condition: none}
323,"When the LHCP approves or rejects an appointment request, a message is sent to the Patient indicating the requests's status.",1,{decision: allow; subject: none; action: send; resource: message; purpose: none; condition: lhcp approves or rejects an appointment request}
324,HCPs can return to an office visit and modify or delete the fields of the office visit .,1,{decision: allow; subject: hcp; action: return; resource: office visit; purpose: none; condition: none | decision: allow; subject: hcp; action: modify; resource: field; purpose: none; condition: none | decision: allow; subject: hcp; action: delete; resource: field; purpose: none; condition: none}
325,About CPT)  and (2) up to 30 alpha characters giving the name  of the immunization.,0,{decision: allow; subject: none; action: give; resource: name of the immunization; condition: none; purpose: none}
327,The iTrust user (LHCP or patient) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: lhcp; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none}
328,A patient can select to report physiologic measurements for those whose at least one physiologic data type is specified to be under monitoring and for whom he or she is a patient representative.,1,{decision: allow; subject: patient; action: report; resource: physiologic measurement; purpose: none; condition: none}
329,An LHCP selects to view additional information for a patient.,1,{decision: allow; subject: lhcp; action: view; resource: information; purpose: none; condition: none}
330,An HCP chooses to enter or edit personal health information.,1,{decision: allow; subject: hcp; action: enter; resource: personal health information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: personal health information; purpose: none; condition: none}
331,An LHCP  views his or her iTrust homepage.,1,{decision: allow; subject: lhcp; action: view; resource: itrust homepage; purpose: none; condition: none}
333,An LHCP views the number of submitted physiologic data monitoring reports of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: physiologic data monitoring report; purpose: none; condition: none}
334,The user is asked to try again.,1,{decision: allow; subject: user; action: try; resource: again; condition: none; purpose: none}
335,The health care professional does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: health care professional; action: confirm; resource: selection; condition: none; purpose: none | decision: deny; subject: health care professional; action: try; resource: again; condition: none; purpose: none}
336,"A prescription list is then displayed , sorted by start date (the later date is ranked earlier).",0,{decision: allow; subject: none; action: display; resource: prescription list; purpose: none; condition: none | decision: allow; subject: none; action: sort; resource: prescription list; purpose: none; condition: none}
337,The health care personnel enters a MID  of a patient and confirms their selection .,1,{decision: allow; subject: health care personnel; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: health care personnel; action: confirm; resource: selection; purpose: none; condition: none}
338,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
339,"A patient or personal health representative can answer any of the following questions relative to a previous (in UC9, S1) office visit according to Data Format 6.13.",1,{decision: allow; subject: patient; action: answer; resource: question; purpose: none; condition: none | decision: allow; subject: personal health representative; action: answer; resource: question; purpose: none; condition: none}
340,The two drugs and a textual description of the possible effects of the interaction are stored.,1,{decision: allow; subject: none; action: store; resource: drug; purpose: none; condition: none | decision: allow; subject: none; action: store; resource: textual description; purpose: none; condition: none}
341,A session that has been inactive for more than ten minutes is terminated .,1,{decision: allow; subject: none; action: terminate; resource: session; condition: session has been inactive for more minutes; purpose: none}
342,"Measles, Mumps, Rubella (90707) two doses: at age 12 months, at age 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
343,The sending HCP does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: hcp; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
344,The LHCP is notified if a new or edited appointment time conflicts with another existing appointment .,1,{decision: allow; subject: none; action: notify; resource: lhcp; purpose: none; condition: new or edited appointment time conflicts with another existing appointment}
345,The administrator will store (1) the National Drug Code (The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use.,0,{decision: allow; subject: administrator; action: store; resource: national drug code; purpose: none; condition: none}
346,"The final product is a site where health care workers can access important patient information, the non-emergency access can be controlled, and all access would be tracked.",1,{decision: allow; subject: health care workers; action: access; resource: patient information; purpose: none; condition: none | decision: allow; subject: none; action: control; resource: non-emergency access; purpose: none; condition: none | decision: allow; subject: none; action: track; resource: access; purpose: none; condition: none}
347,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely .,1,{decision: allow; subject: lhcp; action: create; resource: list of patients; purpose: none; condition: none | decision: allow; subject: uap; action: create; resource: list of patients; purpose: none; condition: none}
348,"The input data, a timestamp, and the fact that the status is ""self-reported"" are saved.",1,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none}
349,The LHCP does not confirm the selection and can try again.,1,{decision: allow; subject: lhcp; action: try; resource: again; condition: none; purpose: none | decision: deny; subject: lhcp; action: confirm; resource: selection; condition: none; purpose: none}
350,Administrator: The administrator assigns medical identification numbers and passwords to LHCPs.,1,{decision: allow; subject: administrator; action: assign; resource: medical identification number; purpose: none; condition: none | decision: allow; subject: administrator; action: assign; resource: password; purpose: none; condition: none}
351,A patient or personal health representative may enter or edit their own demographic information including their security question or answer according to data format 6.1.,1,{decision: allow; subject: patient; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: patient; action: edit; resource: demographic information; purpose: none; condition: none | decision: allow; subject: personal health representative; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: personal health representative; action: edit; resource: demographic information; purpose: none; condition: none | decision: allow; subject: patient; action: answer; resource: security question; purpose: none; condition: none | decision: allow; subject: personal health representative; action: answer; resource: security question; purpose: none; condition: none}
352,The patient chosen is not the desired patient.,0,{decision: allow; subject: patient; action: choose; resource: desired patient; condition: none; purpose: none}
353,The LHCP can select a patient to obtain additional information about a patient .,1,{decision: allow; subject: lhcp; action: select; resource: patient; purpose: obtain additional information about a patient; condition: none}
354,3.2.32 UC32 Proactively Confirm Prescription-Renewal Needs Use Case.,0,{decision: allow; subject: uc32; action: confirm; resource: prescription-renewal; condition: none; purpose: none}
355,An LHCP or patient or representative may view a message .,1,{decision: allow; subject: lhcps; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: representative; action: view; resource: messages; purpose: none; condition: none}
357,"An email alert is sent out to the iTrust user in the event of a changed password , status change in laboratory procedure , comprehensive report requested and generated.",0,{decision: allow; subject: none; action: send out; resource: email alert; condition: none; purpose: none}
358,"An LHCP can see the blood pressure and glucose levels , or weight, height, and pedometer readings  for the patients he or she is monitoring, with two separate lists for physiologic and height or weight or pedometer readings .",1,{decision: allow; subject: lhcp; action: see; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: height; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: weight; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: glucose level; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: pedometer reading; purpose: none; condition: none}
359,"The HCP may sort the list of referrals by patient name, receiving HCP name, time generated, possibly and possibly priority.",1,{decision: allow; subject: hcp; action: sort; resource: list of referrals; purpose: none; condition: none}
360,The HCP types an invalid diagnosis code and is prompted to try again.,1,{decision: allow; subject: hcp; action: type; resource: invalid diagnosis code; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
361,The HCP selects one or more reasons out the nine reasons listed here for the overriding.,1,{decision: allow; subject: hcp; action: select; resource: reason; purpose: overriding; condition: none}
362,ND: The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use.,0,{decision: allow; subject: none; action: use; resource: ndnc; condition: none; purpose: none}
363,"After the user modifies the criteria, the user chooses to click the ""Cancel"" button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter), to click the ""Test Search"" button to search (i.e., displaying the message inbox  including only the messages satisfying the specified filtering criteria), or to click the ""Save"" button to save the modified filter.",1,{decision: allow; subject: user; action: modify; resource: criteria; purpose: none; condition: none | decision: allow; subject: user; action: click; resource: cancel button; purpose: cancel the modifications of the filter; condition: none | decision: allow; subject: user; action: click; resource: test search button; purpose: search; condition: none | decision: allow; subject: user; action: click; resource: save button; purpose: save the modified filter; condition: none}
364,The user can select an appointment from the calendar to read the appointment's details .,1,{decision: allow; subject: user; action: select; resource: appointment; purpose: read the appointments details; condition: none}
365,A LHCP enters an UAP as a user of iTrust Medical Records system according to data format 6.2 (all fields mandatory) .,1,{decision: allow; subject: lhcp; action: enter; resource: uap; purpose: none; condition: none}
366,The patient's access of the instructions are logged (UC5).,0,"{decision: allow; subject: none; action: log; resource: ""patients access of the instructions""; purpose: none; condition: none}"
367,"The input data and a timestamp and the fact that the status was reported by ""patient representative"" and their MID are saved.",1,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: mid; purpose: none; condition: none}
368,"The data in the database is analyzed according to the malaria epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",1,{decision: allow; subject: none; action: analyze; resource: data; purpose: determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code; condition: none}
369,"The sending HCP must select a receiving HCP by either entering the HCP's MID and confirming the selection, or by searching for the HCP by name.",1,{decision: allow; subject: hcp; action: select; resource: hcp; purpose: none; condition: none}
370,The HCP does not have the ability to enter or edit or view the patient's security question or password.,1,{decision: deny; subject: hcp; action: enter; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: enter; resource: password; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: password; purpose: none; condition: none | decision: deny; subject: hcp; action: view; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: view; resource: password; purpose: none; condition: none}
371,An administrator chooses to maintain the hospital listing .,1,{decision: allow; subject: administrator; action: maintain; resource: hospital listing; purpose: none; condition: none}
372,"The patient selects the relevant physical services he is interested in, and is then presented with the top five hospitals with that experience.",1,{decision: allow; subject: patient; action: select; resource: physical service; purpose: none; condition: none}
373,The patient can also add a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP  and then selecting to add the HCP to their list of providers.,1,{decision: allow; subject: patient; action: add; resource: lhcp; purpose: none; condition: none}
374,"By default, the messages in the list should be ordered by timestamp, the most recent first.",1,{decision: allow; subject: none; action: order; resource: message; condition: by default; purpose: none}
375,"The LHCP enters the patient MID , selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date or time equal or after the current date or time is allowed) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month), enter comment (optional) up to 1000 characters such as reason for the appointment .",1,{decision: allow; subject: lhcp; action: enter; resource: patients mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: select; resource: type of appointment; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: appointment date; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: start time; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: comment; purpose: none; condition: none}
376,"The list of received lab procedures is sorted by priority (from most important to least important), with a secondary sort by timestamp (oldest to newest).",0,{decision: allow; subject: none; action: sort; resource: list of received lab procedures; purpose: none; condition: none}
377,The data for personnel can be edited according to Data Format 6.2 (all fields mandatory except for associated MID and Street Address 2) .,1,{decision: allow; subject: none; action: edit; resource: data; purpose: none; condition: none}
378,An HCP can remove a previously created lab procedure for a given office visit.,1,{decision: allow; subject: hcp; action: remove; resource: lab procedure; purpose: none; condition: none}
379,The HCP enters a patient as a new user of iTrust Medical Records system.,1,{decision: allow; subject: hcp; action: enter; resource: patient; purpose: none; condition: none}
380,A LHCP or ER chooses to view an emergency report and provides an MID .,1,{decision: allow; subject: lhcp; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: lhcp; action: provide; resource: mid; purpose: none; condition: none | decision: allow; subject: er; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: er; action: provide; resource: mid; purpose: none; condition: none}
381,The privacy policy should follow the template provided here.,0,{decision: allow; subject: privacy policy; action: follow; resource: template; condition: none; purpose: none}
382,The user can choose any diagnosis code  and type in the desired patient zip code  and a start and end date .,1,{decision: allow; subject: user; action: choose; resource: diagnosis code; purpose: none; condition: none | decision: allow; subject: user; action: type; resource: zip code; purpose: none; condition: none | decision: allow; subject: user; action: type; resource: start date; purpose: none; condition: none | decision: allow; subject: user; action: type; resource: end date; purpose: none; condition: none}
383,The user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none}
385,3.2.29 UC29 Find LHCPs with experience with a diagnosis.,0,{decision: allow; subject: none; action: find; resource: lhcps with experience with a diagnosis; condition: none; purpose: none}
386,"If the requested appointment time does not conflict with any existing appointment for the LHCP, the request is saved.",1,{decision: allow; subject: none; action: save; resource: request; purpose: none; condition: requested appointment time does not conflict with any existing appointment for the lhcp}
387,"Unlicensed Authorized Personnel (UAP): A health care worker such as a medical secretary, case manager, care coordinator, or other authorized clerical-type personnel.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
388,The user chooses to open his or her upcoming appointment list.,1,{decision: allow; subject: user; action: open; resource: upcoming appointment list; purpose: none; condition: none}
389,The administrator can select a particular pair of drugs and delete the interaction between the two drugs.,1,{decision: allow; subject: administrator; action: select; resource: drug; purpose: none; condition: none | decision: allow; subject: administrator; action: delete; resource: interaction; purpose: none; condition: none}
390,An HCP chooses to document  or edit  an office visit.,1,{decision: allow; subject: hcp; action: document; resource: office visit; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: office visit; purpose: none; condition: none}
391,"Pneumococcal (90669) four doses: at age 6 weeks, at age 4 months, at age 6 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 and at least 8 weeks between dose 3 and dose 4 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
392,"If the file contains more fields than are supported by Data Format 6.11, all fields in Data Format 6.11 will be updated.",0,{decision: allow; subject: none; action: update; resource: all fields in data format 611; condition: if the file contains more fields than are supported by data format 6.11; purpose: none}
393,"A patient whose height, weight, or pedometer data type is specified to be under monitoring chooses to report his or her height or weight or pedometer data.",0,{decision: allow; subject: patient whose height_ weight_ or pedometer data type is specified to be under monitoring; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient whose height_ weight_ or pedometer data type is specified to be under monitoring; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient whose height_ weight_ or pedometer data type is specified to be under monitoring; action: report; resource: pedometer data; purpose: none; condition: none}
394,"An alive patient who has not had an office visit for more than one year and who has been diagnosed with diabetes mellitus (is diagnosed with ICD code beginning with 250), asthma (is diagnosed with ICD code beginning with 493), or circulatory-system disease (is diagnosed with an ICD code between 390 and 459 inclusive).",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
395,The user can choose to examine recent trends in diagnoses.,1,{decision: allow; subject: user; action: examine; resource: trends in diagnoses; purpose: none; condition: none}
396,"The user selects an appointment from the calendar to read its details by clicking the ""Read Details"" link beside or below the appointment type name displayed for the appointment, and then the details for the appointment shall be displayed in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",1,{decision: allow; subject: user; action: select; resource: appointment; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: read details link; purpose: none; condition: none}
397,A Lab Technician can update the status of a lab procedure to received.,1,{decision: allow; subject: lab technician; action: update; resource: status of a lab procedure; purpose: none; condition: none}
398,The public health agent can select to see the detail of a specific report.,1,{decision: allow; subject: public health agent; action: see; resource: detail; purpose: none; condition: none}
399,A Lab Technician can view his or her priority queue of lab procedures .,1,{decision: allow; subject: lab technician; action: view; resource: priority queue; purpose: none; condition: none}
400,The iTrust user has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: itrust user; condition: none; purpose: none}
401,"The patient chooses 'My Diagnoses"" and is presented with a listing of all their own diagnoses, sorted by diagnosis date (more recent first).",1,{decision: allow; subject: patient; action: choose; resource: my diagnoses; purpose: none; condition: none}
402,"If a patient or personal health representative has not taken an office visit satisfaction survey for an office visit yet, the patient may choose to take the survey for an office visit (if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey or view their previously submitted survey) (UC24).",1,{decision: allow; subject: patient; action: take; resource: survey; purpose: office visit; condition: patient or personal health representative has not taken an office visit satisfaction survey for an office visit yet | decision: deny; subject: patient; action: take; resource: survey; purpose: none; condition: survey has already been taken | decision: deny; subject: personal health representative; action: take; resource: survey; purpose: none; condition: survey has already been taken | decision: deny; subject: patient; action: view; resource: previously submitted survey; purpose: none; condition: survey has already been taken | decision: deny; subject: personal health representative; action: view; resource: previously submitted survey; purpose: none; condition: survey has already been taken}
403,"An LHCP views a list of his or her upcoming appointments for the current date (sorted by time, soonest upcoming first), with each appointment displayed in the format 'HH:MM AM or PM - AppointmentType'.",1,{decision: allow; subject: lhcp; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none}
404,The information provided is invalid.,0,{decision: allow; subject: none; action: provide; resource: information; condition: none; purpose: none}
405,"The iTrust user (Lab Technician, patient, or HCP) has been authenticated in the iTrust Medical Records system (UC3).",1,{decision: allow; subject: none; action: authenticate; resource: lab technician; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: hcp; condition: none; purpose: none}
406,The HCP is asked to confirm the decision to cancel the referral.,1,{decision: allow; subject: hcp; action: confirm; resource: decision; purpose: cancel the referral; condition: none}
407,"Privacy laws require, however, that a person should have full access to any information stored about them (unless the well-being of a third party would be jeopardised by revealing the information).",1,{decision: allow; subject: person; action: access; resource: information; purpose: none; condition: unless well being of a third party would not be jeopardised}
408,"A fake email is sent to the LHCP who prescribed the medication indicating the patient name and MID, drug, and symptoms.",1,{decision: allow; subject: none; action: send; resource: fake email; purpose: indicating the patient name and MID drug and symptoms; condition: lhcp prescribed the medication}
409,The administrator types an invalid hospital name and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid hospital name; condition: none; purpose: none | decision: allow; subject: administrator; action: try; resource: again; condition: none; purpose: none}
410,An LHCP or patient or representative can modify and save his or her message displaying filter  or view his or her message inbox  including only the messages satisfying the specified filtering criteria in the saved filter.,1,{decision: allow; subject: lhcp; action: modify; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: patient; action: modify; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: representative; action: modify; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: lhcp; action: save; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: patient; action: save; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: representative; action: save; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: message inbox; purpose: none; condition: none | decision: allow; subject: representative; action: view; resource: message inbox; purpose: none; condition: none}
411,The event is logged (UC5).,0,{decision: allow; subject: none; action: log; resource: event; condition: none; purpose: none | decision: allow; subject: none; action: log; resource: appointment; condition: none; purpose: none}
412,"On the patient homepage, the Patient views a notification center.",1,{decision: allow; subject: patient; action: view; resource: notification center; purpose: none; condition: none}
413,A Lab Technician can record the results of a lab procedure .,1,{decision: allow; subject: lab technician; action: record; resource: result; purpose: none; condition: none}
415,"To control open connections to the database, all database access should be done through an object that uses the Singleton pattern.",0,{decision: allow; subject: none; action: control; resource: database access; condition: none; purpose: none}
416,"However, it is not accessible by other doctors, and is often only viewed through some proprietary software so it can not be shared.",0,{decision: allow; subject: none; action: view; resource: other doctors; condition: only; purpose: so it can not be shared}
417,The administrator will store (1) the National Drug Code (The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use).,1,{decision: allow; subject: administrator; action: store; resource: national drug code; purpose: none; condition: none}
418,An HCP is able to create a patient  or disable a selected patient .,1,{decision: allow; subject: hcp; action: create; resource: patient; purpose: none; condition: none | decision: allow; subject: hcp; action: disable; resource: patient; purpose: none; condition: none}
419,The hospital ID numbers for a LHCP are stored in the Medical Care Personnel Affiliation database (data format 6.8).,0,{decision: allow; subject: hospital; action: store; resource: hospital id numbers; condition: none; purpose: none}
420,"Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority.",1,{decision: allow; subject: patient; action: receive; resource: message; purpose: none; condition: none | decision: allow; subject: hcp; action: receive; resource: message; purpose: none; condition: none | decision: allow; subject: hcp; action: receive; resource: message; purpose: none; condition: none}
421,A receiving HCP views a list of received referrals .,1,{decision: allow; subject: hcp; action: view; resource: list of received referrals; purpose: none; condition: none}
422,A LHCP or PHA chooses to examine recent trends in diagnoses  or to determine if an ailment is reaching epidemic proportions in a given area.,1,{decision: allow; subject: lhcp; action: examine; resource: trends in diagnoses; purpose: none; condition: none | decision: allow; subject: lhcp; action: determine; resource: ailment; purpose: none; condition: none | decision: allow; subject: pha; action: examine; resource: trends in diagnoses; purpose: none; condition: none | decision: allow; subject: pha; action: determine; resource: ailment; purpose: none; condition: none}
423,An HCP is a registered user of the iTrust Medical Records system (UC2).,0,{decision: allow; subject: hcp; action: register; resource: itrust medical records system; condition: none; purpose: none}
424,The iTrust user (LHCP or ER) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: er; action: authenticate; resource: er; condition: none; purpose: none | decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
425,The HCP enters a MID  or name of a patient and confirms their selection .,1,{decision: allow; subject: hcp; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: hcp; action: enter; resource: name; purpose: none; condition: none | decision: allow; subject: hcp; action: confirm; resource: selection; purpose: none; condition: none}
426,The iTrust user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none}
427,A sending HCP refers the patient to another receiving HCP .,1,{decision: allow; subject: hcp; action: refer; resource: patient; purpose: none; condition: none}
428,A patient is added to the list by the LHCP or UAP typing in the patient's MID  or name.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none}
429,The administrator chooses a drug from each list to record an interaction between the two drugs.,1,{decision: allow; subject: administrator; action: choose; resource: drug; purpose: record an interaction between the two drugs; condition: none}
430,"After entering all required information, the HCP selects the Add button .",1,{decision: allow; subject: hcp; action: select; resource: add button; purpose: none; condition: after entering all required information}
431,The administrator will maintain  a listing of allowable drugs that an HCP can use.,1,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable drugs; purpose: none; condition: none}
432,The chosen patient is not the desired patient.,0,{decision: allow; subject: chosen patient; action: choose; resource: desired patient; condition: none; purpose: none}
433,Note that the administrator is not allowed through the system interface to delete an existing entry or modify the hospital ID number in an existing entry.,1,{decision: deny; subject: administrator; action: delete; resource: entry; purpose: none; condition: none | decision: deny; subject: administrator; action: modify; resource: hospital id number; purpose: none; condition: none}
434,"After a message is sent, the LHCP is directed to to his or her message outbox.",1,{decision: allow; subject: none; action: direct; resource: lhcp; purpose: none; condition: after a message is sent}
435,"While documenting an office visit, the HCP selects to prescribe a patient a drug by selecting its NDC and name .",1,{decision: allow; subject: hcp; action: prescribe; resource: drug; purpose: none; condition: while documenting an office visit}
436,All events are logged (UC5).,0,{decision: allow; subject: none; action: log; resource: all events; condition: none; purpose: none}
437,"The appointments in the list shall be ordered by appointment date and start time, the soonest upcoming first.",0,{decision: allow; subject: none; action: order; resource: appointments in the list; condition: none; purpose: none}
438,A patient views the details of his or her referrals .,1,{decision: allow; subject: patient; action: view; resource: referral; purpose: none; condition: none}
