,input,acp,output
284,"(If a patient or personal representative has not taken an office visit satisfaction survey for an office visit yet) The patient may take the survey for an office visit (if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey or view their previously submitted survey).",1,{decision: allow; subject: patient; action: take; resource: survey; purpose: none; condition: patient or personal representative has not taken an office visit satisfaction survey for an office visit yet | decision: deny; subject: patient; action: take; resource: survey; purpose: none; condition: survey has already been taken | decision: deny; subject: patient; action: view; resource: previously submitted survey; purpose: none; condition: survey has already been taken | decision: deny; subject: personal health representative; action: take; resource: survey; purpose: none; condition: survey has already been taken | decision: deny; subject: personal health representative; action: view; resource: previously submitted survey; purpose: none; condition: survey has already been taken}
285,"The LHCP enters the patient MID, selects the type of appointment from a pull-down menu of the existing appointment types, enters the appointment date and time, enters comment (optional) up to 1000 characters such as reason for the appointment.",1,{decision: allow; subject: lhcp; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: select; resource: type of appointment; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: appointment date; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: appointment time; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: comment; purpose: none; condition: none}
286,"The appointment details display the appointment type, appointment date and the start time, duration, the name of the patient, and appointment comments.",1,{decision: allow; subject: appointment detail; action: display; resource: appointment type; purpose: none; condition: none | decision: allow; subject: appointment detail; action: display; resource: appointment date and the start time; purpose: none; condition: none | decision: allow; subject: appointment detail; action: display; resource: duration; purpose: none; condition: none | decision: allow; subject: appointment detail; action: display; resource: name of the patient; purpose: none; condition: none | decision: allow; subject: appointment detail; action: display; resource: appointment comments; purpose: none; condition: none}
287,An HCP chooses Office Visit Reminders.,1,{decision: allow; subject: hcp; action: choose; resource: office visit reminder; purpose: none; condition: none}
288,The HCP enters a patient as a new user of system.,1,{decision: allow; subject: hcp; action: enter; resource: patient; purpose: none; condition: none}
289,"A patient, patient representative, or LHCP views the number of unread messages from his message inbox.",1,{decision: allow; subject: patient; action: view; resource: number of unread messages; purpose: none; condition: none | decision: allow; subject: patient representative; action: view; resource: number of unread messages; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: number of unread messages; purpose: none; condition: none}
290,"The patient or personal representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",1,{decision: allow; subject: patient; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of their parents; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: abbreviated health history of their siblings; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: abbreviated health history of their parents; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: abbreviated health history of both sets of grandparents; purpose: none; condition: none}
291,The HCP does not have the ability to view the patient's security question and password.,1,{decision: deny; subject: hcp; action: view; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: view; resource: password; purpose: none; condition: none}
292,"System displays the details for the appointment in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",1,{decision: allow; subject: system; action: display; resource: details for the appointment; purpose: none; condition: none | decision: allow; subject: system; action: display; resource: appointment type; purpose: none; condition: none | decision: allow; subject: system; action: display; resource: appointment date and start time; purpose: none; condition: none | decision: allow; subject: system; action: display; resource: comment; purpose: none; condition: none | decision: allow; subject: system; action: display; resource: name of either the patient or the lhcp; purpose: none; condition: none}
293,"An LHCP, patient and representative can modify and save his message displaying filter.",1,{decision: allow; subject: lhcp; action: modify; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: patient; action: modify; resource: message displaying filter; purpose: none; condition: none | decision: allow; subject: representative; action: modify; resource: message displaying filter; purpose: none; condition: none}
294,The patient can click this link.,1,{decision: allow; subject: patient; action: click; resource: link; purpose: none; condition: none}
295,The information is viewed.,1,{decision: allow; subject: none; action: view; resource: information; purpose: none; condition: none}
296,System presents patient's name and patient’s home phone number (so that reminder calls can be made).,1,{decision: allow; subject: system; action: present; resource: patients name; purpose: reminder calls can be made; condition: none | decision: allow; subject: system; action: present; resource: patients home phone number; purpose: reminder calls can be made; condition: none}
297,An email notification is sent.,1,{decision: allow; subject: none; action: send; resource: email notification; purpose: none; condition: none}
298,An LHCP views the number of submitted physiologic data monitoring reports of his patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: number of submitted physiologic data monitoring reports; purpose: none; condition: none}
299,System presents a menu of DLHCP.,1,{decision: allow; subject: system; action: present; resource: menu of dlhcp; purpose: none; condition: none}
300,The patient or representative chooses one of these DLHCP.,1,{decision: allow; subject: patient; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: choose; resource: dlhcp; purpose: none; condition: none}
301,"The LHCP, the patient or the representative clicks the ""Save"" button to save the modified filter.",1,{decision: allow; subject: lhcp; action: click; resource: save button; purpose: save the modified filter; condition: none | decision: allow; subject: patient; action: click; resource: save button; purpose: save the modified filter; condition: none | decision: allow; subject: representative; action: click; resource: “save” button; purpose: save the modified filter; condition: none}
302,"Upon reading the report, the public health agent can send a ""fake email"" message to the adverse event reporter to gain more information about the report.",1,{decision: allow; subject: public health agent; action: send; resource: fake email; purpose: gain more information about the report; condition: upon reading the report}
303,The HCP must cancel the prescription.,1,{decision: allow; subject: hcp; action: cancel; resource: prescription; purpose: none; condition: none}
304,An LHCP views his appointments in the current month.,1,{decision: allow; subject: lhcp; action: view; resource: appointment; purpose: none; condition: none}
305,"Then, the LHCP can confirm the status setting or consultation entering or cancel.",1,{decision: allow; subject: lhcp; action: confirm; resource: status setting; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: consultation entering; purpose: none; condition: none | decision: allow; subject: lhcp; action: cancel; resource: status setting; purpose: none; condition: none | decision: allow; subject: lhcp; action: cancel; resource: consultation entering; purpose: none; condition: none}
306,The LHCP confirms the representative's MID.,1,{decision: allow; subject: lhcp; action: confirm; resource: mid; purpose: none; condition: none}
307,"A patient, patient representative, or LHCP selects one option out of the ""Sort by"" labeled drop-down box (with options of ""Sender or Recipient"" or ""Timestamp"").",1,{decision: allow; subject: patient; action: select; resource: option; purpose: none; condition: none | decision: allow; subject: patient representative; action: select; resource: option; purpose: none; condition: none | decision: allow; subject: lhcp; action: select; resource: option; purpose: none; condition: none}
308,The system shall store reason id number for the reason and the name of the reason.,1,{decision: allow; subject: system; action: store; resource: reason id number; purpose: none; condition: none | decision: allow; subject: system; action: store; resource: name of the reason; purpose: none; condition: none}
309,An LHCP views his message inbox.,1,{decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none}
310,A LHCP reviews the consultation.,1,{decision: allow; subject: lhcp; action: review; resource: consultation; purpose: none; condition: none}
311,The administrator stores the CPT code and the name of the immunization.,1,{decision: allow; subject: administrator; action: store; resource: cpt code; purpose: none; condition: none | decision: allow; subject: administrator; action: store; resource: name of the immunization; purpose: none; condition: none}
312,System presents a list of the patients for which he is allowed to report measurements.,1,{decision: allow; subject: system; action: present; resource: list of patients; purpose: none; condition: none}
313,An LHCP views additional information for a patient.,1,{decision: allow; subject: lhcp; action: view; resource: information; purpose: none; condition: none}
314,The LHCP is not able to edit any past appointments.,1,{decision: allow; subject: lhcp; action: edit; resource: appointment; purpose: none; condition: none}
315,System presents a listing of all his patients to view physiologic data reported during the current date.,1,{decision: allow; subject: system; action: present; resource: listing of all his patients; purpose: view physiologic data reported during the current date; condition: none}
316,"The status of the consultation being sent is set as ""pending"".",1,{decision: allow; subject: none; action: set; resource: status; purpose: none; condition: none}
317,LHCP selects a patient from the list of requested reports.,1,{decision: allow; subject: lhcp; action: select; resource: patient; purpose: none; condition: none}
318,A patient reports an event related to a prescription drug or immunization reaction.,1,{decision: allow; subject: patient; action: report; resource: event; purpose: none; condition: none}
319,The message displays the risk factors that the patients exhibit.,1,{decision: allow; subject: message; action: display; resource: risk factor; purpose: none; condition: none}
320,A patient's personal representative or a patient or personal representative sends a message to DLHCP or that of a person they are representing.,1,{decision: allow; subject: patient; action: send; resource: message; purpose: none; condition: none | decision: allow; subject: personal representative; action: send; resource: message; purpose: none; condition: none}
321,A patient or personal representative can answer any of the following questions relative to a previous office visit.,1,{decision: allow; subject: patient; action: answer; resource: question; purpose: none; condition: none | decision: allow; subject: personal representative; action: answer; resource: question; purpose: none; condition: none}
322,"Also, the public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).",1,{decision: allow; subject: public health agent; action: remove; resource: adverse event report; purpose: none; condition: none}
323,The administrator shall be allowed to assign a LHCP to multiple hospitals.,1,{decision: allow; subject: administrator; action: assign; resource: lhcp; purpose: none; condition: none}
324,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,1,{decision: allow; subject: system; action: present; resource: listing of all prescription drugs; purpose: none; condition: none}
325,The LHCP then selects a referral to view details.,1,{decision: allow; subject: lhcp; action: select; resource: referral; purpose: view details; condition: none}
326,A HCP reviews consultations.,1,{decision: allow; subject: hcp; action: review; resource: consultation; purpose: none; condition: none}
327,The user can select an appointment from the calendar to read the appointment's details.,1,{decision: allow; subject: user; action: select; resource: appointment; purpose: read the appointments details; condition: none}
328,"A patient views his appointments in the current month together with his office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",1,{decision: allow; subject: patient; action: view; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: office visit date; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: prescription date; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: lab procedure date; purpose: none; condition: none}
329,"An LHCP or patient can click the ""View Appointment Calendar"" link to view his appointments in the current month.",1,{decision: allow; subject: lhcp; action: click; resource: view appointment calendar link; purpose: view his appointments in the current month; condition: none | decision: allow; subject: patient; action: click; resource: view appointment calendar link; purpose: view his appointments in the current month; condition: none}
330,"The user selects a message from the list to read by clicking the ""Read"" link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1,{decision: allow; subject: user; action: select; resource: message; purpose: read; condition: none | decision: allow; subject: user; action: click; resource: read link; purpose: read; condition: none}
331,System presents an automatically-calculated value of BMI calculated based on the formula.,1,{decision: allow; subject: system; action: present; resource: bmi; purpose: none; condition: none}
332,A UAP can report physiologic measurements.,1,{decision: allow; subject: uap; action: report; resource: physiologic measurement; purpose: none; condition: none}
333,The user opens his upcoming appointment list.,1,{decision: allow; subject: user; action: open; resource: upcoming appointment list; purpose: none; condition: none}
334,"An email alert is sent out to the iTrust user in the event of a changed password, status change in laboratory procedure, comprehensive report requested and generated.",1,{decision: allow; subject: none; action: send out; resource: email alert; purpose: none; condition: none}
335,"When the patient and LHCP are chosen, system presents the MID of the patient that will be sent to the receiving HCP.",1,{decision: allow; subject: system; action: present; resource: mid; purpose: none; condition: patient and lhcp are chosen}
336,He can select a patient and then enter data.,1,{decision: allow; subject: he; action: select; resource: patient; purpose: none; condition: none | decision: allow; subject: he; action: enter; resource: data; purpose: none; condition: none}
337,The LHCP enters the patient's MID.,1,{decision: allow; subject: lhcp; action: enter; resource: mid; purpose: none; condition: none}
338,"System presents a line chart giving the chosen measurements (either height or weight) of the patient spanning the last 3 calendar years of data, averaged by quarters (January-March, April-June, July-September, October-December).",1,{decision: allow; subject: system; action: present; resource: line chart; purpose: none; condition: none}
339,A fake email is sent to the patient alerting the patient that a new message reply has arrived.,1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
340,LHCP can delete future appointments.,1,{decision: allow; subject: lhcp; action: delete; resource: appointment; purpose: none; condition: none}
341,The patient is then able to write a textual description.,1,{decision: allow; subject: patient; action: write; resource: textual description; purpose: none; condition: none}
